epoch,acc,fbeta_score,loss,matthews_correlation,val_acc,val_fbeta_score,val_loss,val_matthews_correlation
0,0.32887803445494423,0.44028080911007855,4.0297183832284569,0.17761709464753117,0.46725411750343315,0.45882633943846363,3.7182720131047331,0.23962739777990816
1,0.55242597868723864,0.43698127234992723,2.2316151958676227,0.15400527593160307,0.60860806788354294,0.39972960891709652,0.72189405222335712,0.24608948828525504
2,0.62775868773266452,0.47881242234282817,1.2128194669817023,0.19571640117781725,0.63005227411953824,0.49341021065351981,0.61593158527103364,0.27259995578448243
3,0.66455507852678275,0.49884340702802005,0.67683278289165805,0.25706030726556078,0.66419363370153917,0.57460376935811552,0.62064411796902064,0.33540036004487284
4,0.70884089483683765,0.52336016648291228,0.572240635105007,0.34160268267126337,0.61243718946012338,0.45222786955102634,0.65736012168701652,0.23686320724749185
5,0.72218100007615249,0.54389322502779136,0.55064270619559508,0.37368460127215275,0.61253566062495279,0.44657971967718674,0.62595181344857664,0.23916083588574308
6,0.72736507130282591,0.55376439604601158,0.53572423270871972,0.3870363139941877,0.59288081612264165,0.43416902638343241,0.59804442323390417,0.18895635781231609
7,0.74314147178005763,0.59891875453533439,0.50257500684998935,0.42936910466620853,0.67971550273146131,0.64409149966395851,0.56116068113088791,0.35697173534332338
8,0.73332685242284923,0.57614665366665774,0.50677893076201186,0.40546908678784777,0.60390395966218624,0.49656154933332064,0.55699513290087233,0.20585111319281998
9,0.7510753029539996,0.62120646873439489,0.48005497274149733,0.45050048725245012,0.60687216192739968,0.42652870351142769,0.6137294384510027,0.22946138680488509
10,0.75758663925739467,0.63578249776446905,0.47226879542924072,0.46851649342335078,0.69302599076092664,0.65964461061046087,0.55873581725946531,0.3838822889651286
11,0.76009435684233606,0.64059613772494206,0.46516155309390328,0.47375073217021019,0.69109876939681669,0.62416626265175668,0.55694976982669808,0.38656156129148467
12,0.76490544475992073,0.64876123425272048,0.46031656843117946,0.48437016584411524,0.60485772322775821,0.48027047751080892,0.63241755164577762,0.21054296083008595
13,0.76315758148618495,0.63783879147259259,0.46151676171739497,0.47950251109202113,0.66384757788465432,0.5783466962194298,0.55351461694361004,0.33302831886180473
14,0.76687352691952015,0.64365511523642427,0.45724992201144576,0.48784261663471606,0.67206007302908488,0.6028942292613193,0.56592898303212891,0.34626897767392345
15,0.76955781637827148,0.6518672323061564,0.45410567248624684,0.49484560528957061,0.64670234135892879,0.56066749337995114,0.57992283856783489,0.29551900024480254
16,0.76418130163523523,nan,0.45802619941400463,0.48077050877710464,0.58001766853841996,nan,0.61058962041259235,0.21300316961954011
17,0.76768694796769832,0.65323349892260141,0.45178893492996453,0.49094033125289566,0.67449371754236698,0.60274984288053446,0.56344289395425984,0.35227646547493841
18,0.76383807762530553,0.63540308642145771,0.45910850461747749,0.48117716549555101,0.6916080059944254,0.64943389168046817,0.54777166603569649,0.38169267630885917
19,0.76790319892755077,0.65025491309759487,0.45277748922738587,0.4920619938757102,0.6489165358323058,0.52608684289999885,0.59522472118614567,0.31241741390045874
20,0.76731396465435242,0.6350010327520097,0.46410072096120053,0.48723161162937745,0.64496643539607768,0.54450891592431527,0.56969603491106369,0.29547743098277413
21,0.7707164453896882,0.64493698775690234,0.4478694208736686,0.49708292823380618,0.63130707810095554,0.52185268774336435,0.59695412446192053,0.26704094286277336
22,0.76784368031882655,0.64863825524219698,0.455282379129826,0.48926915474368277,0.64209389085597723,0.53969102705038885,0.57272079665380327,0.2896447876202074
23,0.77098824705779656,0.63947101852608146,0.44711308534116917,0.49767016541178238,0.60214835946838163,0.40452294231810731,0.58819876519209913,0.22274539882395825
24,0.76826626246678442,0.63713585276118612,0.4514049129483681,0.49006231290620095,0.65645661360309915,0.55676976577258042,0.54925336393416002,0.32129669236407837
25,0.77533707374232685,0.66615952065688577,0.44378897077382934,0.50858180608921644,0.65385697485160099,0.5515740662443418,0.58564355223872067,0.31630461826548478
26,0.76706001856933437,0.64478892331963,0.45733474536695151,0.48884254381229819,0.59994823230191818,0.45350035889884815,0.5537562249958724,0.20336478906792965
27,0.76850830482580057,0.63680082859522125,0.47022623967314975,0.49135538535848394,0.68443649172393173,0.60723134839729354,0.56254623719547259,0.37585002629765929
28,0.73633254239472723,0.5151724869268306,0.50953353669943835,0.40520977109716522,0.66792709757011148,0.57394048184931334,0.58136101094626935,0.34531272063949664
29,0.77254763473361243,0.63372072797024759,0.44921020428581193,0.49838376238783333,0.65566321736746669,0.54772021408966276,0.58741026559020626,0.32247935836311009
30,0.77605328106323734,0.6523597110237408,0.45126559547225886,0.50867838388287345,0.64463163344236529,0.54785141475633292,0.6414061264590043,0.29369493469907737
31,0.77833284395381008,0.66762404809845854,0.43673797448042562,0.51464671647199312,0.65560413466186118,0.55018032486493207,0.63664302171070508,0.32139782940271439
32,0.77609494408745228,0.66487025688468981,0.43956762038902036,0.5112610327792676,0.66522336074148258,0.55823275533103989,0.61883948175870529,0.34444895468195824
33,0.77895183754083075,0.66613230169216286,0.43544851520952627,0.51598483737746714,0.65139238226431639,0.55544740176810881,0.63902382991725759,0.30869790466300684
34,0.77507122394124006,0.65167326036447748,0.44126289698396864,0.50694675721927762,0.64638723362912676,0.54114068829260731,0.60359654955714048,0.30022330957368704
35,0.7805251128921733,0.67193738490054788,0.43324248406168475,0.52004894338335739,0.6524136689190384,0.54911261626924934,0.67484176310904131,0.31328744424513866
36,0.77658696463338306,0.66602574980801676,0.43539162982309648,0.51320975903159738,0.64958332630001414,0.56358570381404116,0.67349898801873553,0.30189462971313225
37,0.77842608978628536,0.66669576441659584,0.43435100672441063,0.51648263569004416,0.64666576636155704,0.54936061521260859,0.63180762193948836,0.2984031583820726
38,0.78007277141904074,0.67129316405760864,0.43076974611866764,0.51908804156162469,0.64887996083258637,0.54324352933386832,0.60741851624169252,0.30600648804950459
39,0.77816420789228924,0.66924094157268088,0.43439923868437891,0.51718521384185701,0.64680081253046606,0.54763549308588177,0.61543351171377803,0.29920897942440727
40,0.77889430287832018,0.6609761742961231,0.43819781352719095,0.5160600024840486,0.63807345385566661,0.53497105517643329,0.61830115131485675,0.28078068355780628
41,0.78241383688252575,0.66094594863369815,0.43180319870825024,0.52165583969028151,0.65563508274659621,0.54667037161086529,0.61113203469810651,0.32275966374913639
42,0.77996762187002366,0.66106282674075512,0.43204950613102383,0.51812072484811933,0.64999690519229791,0.54610908168001215,0.57366353022955419,0.30801799743962616
43,0.7815250255958418,0.67432141082504859,0.4296144575431422,0.52294712754938799,0.65783802336786867,0.54492603686798491,0.57298264300057777,0.32960675138742507
44,0.77997158977711434,0.6631125636229277,0.43893522226083248,0.517841907548098,0.6619484911340362,0.58012990340067017,0.55225930438666881,0.32788852494813564
45,0.78022950377679112,0.67816014360372501,0.43751317990614147,0.52103730711014506,0.64734943759601893,0.54777871526755229,0.61139250096611941,0.3005729331493262
46,0.78119965716711037,0.67261071511570159,0.43161476650510944,0.52185661499975233,0.66871205343360285,0.57794139979478854,0.54275849588484126,0.34582958676193593
47,0.78247930735779858,0.66343497223175618,0.42944980015539841,0.52363529440011625,0.5938036316189067,0.38895946404707166,0.63072757505639798,0.2026963253869338
48,0.77753926244345006,0.66211599963497914,0.43949384404497754,0.51260747381930016,0.64598209512709515,0.53897485536520051,0.59208689593214059,0.29976399625030609
49,0.78209838823405564,0.67740847940521987,0.42898104514503416,0.52441612378358438,0.6598102601397261,0.54914261618896476,0.6371345829424242,0.33320532590357937
50,0.7818007951715138,0.67284863219175384,0.42936168460170826,0.52325554685523556,0.57852934721806559,0.37815751113733337,0.58392629790967621,0.16163911879003917
51,0.78107665203405696,0.6869708206013686,0.42650740032059403,0.52610999184340612,0.65478260380535813,0.55424887236215203,0.64941455380088597,0.31778995916586533
52,0.78437398322936291,0.68267644261155158,0.42650814468261738,0.52940206975472048,0.65845979844392832,0.53296528731623505,0.57253164976931337,0.33690032899546418
53,0.78207854869339943,0.66713379299252507,0.4360194125880244,0.52229082281038863,0.67377347130382559,0.55282207824098584,0.68014054057134166,0.37251087744744299
54,0.78363198450692384,0.67647729193355144,0.42665031096189826,0.5272863112195102,0.66204696230792126,0.54911354536294255,0.6739344839222885,0.33961558370672662
55,0.77946171365991856,0.68144540349500848,0.43311721572261175,0.52290841862896931,0.66349870862604066,0.56676335678808287,0.56922299088684625,0.33635837602807334
56,0.78142781185201882,0.68313722263954912,0.43237856204177622,0.52451631682639455,0.66939572465498454,0.56345458419623196,0.58355976840660184,0.35384569531882498
57,0.78103498900653101,0.68005403546923104,0.43081637264682066,0.52299154337862952,0.6808971567070673,0.56999618888083758,0.5523570664941182,0.38416828108987811
58,0.7839514010662687,0.67452281578819362,0.42844020390899185,0.52721572559259455,0.67114007100775241,0.55556134828919912,0.64793755970792366,0.36304504859515696
59,0.78206466102165684,0.67481856382845518,0.43165429994312438,0.52311177045635948,0.62230962709538129,0.46429959624118444,0.58686835910948798,0.26065459942609009
60,0.77960455833268205,0.67200206254762607,0.43513258802034721,0.51817097041755822,0.62451819465343861,0.45589052427815641,0.60550679710166422,0.27099960783411214
61,0.78135837347816961,0.66848370596823115,0.43095339458326715,0.52164053838789659,0.66676232437232696,0.55946270762977557,0.68391680313993142,0.3482908103282904
62,0.78155081699311335,0.67680856085363972,0.43967603828627538,0.52317019961850919,0.71272303718900953,0.63171253169089425,0.55003404421374269,0.44213914845591962
63,0.78410813341739694,0.68509987426547148,0.42943664722344393,0.5297490705888358,0.67487916180506025,0.55529910543152794,0.64134681183066844,0.37445439072540421
64,0.78595321043921285,0.67971594670801772,0.42707955957749422,0.53249532863941296,0.67732968709180363,0.56425353082123575,0.69173351046577758,0.37676856184725216
65,0.78609407115772156,0.6813229766501343,0.42397553400471105,0.53301314515214226,0.66463253373909015,0.56406555313536311,0.63369954081443003,0.34050578991292346
66,0.7841537643539056,0.67325757536224884,0.42601348601872374,0.52793283136302616,0.67927660269357504,0.57317238794654324,0.65058677460133263,0.377566409849587
67,0.78639563212120478,0.67822994566046235,0.42399751121415025,0.53319938917999388,0.67573164075300607,0.57319155867473504,0.63299963299360673,0.3672184390679214
68,0.78682416614469852,0.68214528657236828,0.42504880183384153,0.53475564453312752,0.68234890303390694,0.5859445932871129,0.66634706079567796,0.37969281279261696
69,0.78603455254142907,0.67656978292254288,0.42496430051445855,0.53244244401828666,0.67193909417614506,0.55802369159291731,0.66510411266365177,0.36387580891045429
70,0.78463784907666789,0.67664073767647182,0.42609131941501249,0.52774381060191822,0.6799011912247791,0.56966004538459736,0.63748235369894191,0.38133846335752175
71,0.78696105895753565,0.67818234581430081,0.42232943937631667,0.53491284154586294,0.67505640990175331,0.56115000589513953,0.61453044927869405,0.37163830556444272
72,0.78477275793950729,0.67696524447087225,0.42738723825219616,0.52925160584534647,0.67586668692191509,0.55836200045878726,0.60123332569410082,0.37578690006067161
73,0.7863956321221508,0.68189903179766009,0.42030986370734097,0.53375209227745091,0.68256835305402397,0.5744633406319013,0.60026864731358154,0.38664725659561239
74,0.78530842545255553,0.67649313994256055,0.42527467566632904,0.53017597534144711,0.66813248029673056,0.56387553666623846,0.57827204197687609,0.35004657008535267
75,0.78008269119599105,0.67651985239906354,0.42670541071689144,0.519855716739555,0.68023599317849148,0.5734135239862439,0.58436056628562594,0.38023557275225284
76,0.78638174445135434,0.68435357584632306,0.42114334072800008,0.53395560906119577,0.64543065659700694,0.5013842784029342,0.55507302514318801,0.31363740728652256
77,0.78648094214564801,0.66735767678995905,0.42254906911176632,0.53243566135562448,0.67410264634490136,0.55509275922997059,0.58950788824694711,0.37226146378054353
78,0.78651863725993432,0.6836542886162732,0.42132464942542103,0.53375032594630023,0.67594265039192636,0.57387875641924435,0.70470381716708397,0.3674578635683487
79,0.78698486639818732,0.68321718443667123,0.42429317453238652,0.5351365316122374,0.67327548855597374,0.56698415576470884,0.62047575496963592,0.36329894945600388
80,0.78445334137070222,0.67894552970933264,0.42749298158359167,0.52940413885765703,0.68780701902731212,0.6233466850961138,0.64511015407618522,0.3787931727817323
81,0.7859571783368432,0.68715876155256395,0.42215115917840457,0.5341994152486591,0.67471316756919186,0.55761076325043224,0.70695461075578425,0.37259031593327696
82,0.78607621556942819,0.67852333326625647,0.42336183696638291,0.53287792122324029,0.67233579230167539,0.55010879790989464,0.6515885730596872,0.36971987877030099
83,0.78766337859204028,0.67901108242000963,0.42073055021653732,0.53582167349614274,0.67339084049191678,0.56218849245654601,0.65934286796411501,0.36606397317128997
84,0.78588377205684945,0.67351792551038858,0.42301761144980077,0.5325381615536029,0.67542215995361632,0.56333499573381141,0.63737553840235806,0.3714568609994256
85,0.78644919887757081,0.68390950793504246,0.4219280424290956,0.53428721397455547,0.67751818903590577,0.56161453489979107,0.65522046032712677,0.37884005214332378
86,0.78493345819346905,0.66752147226051095,0.42462744506270222,0.53038934907439739,0.67054924402548344,0.53963318857652465,0.59862398892476554,0.37050807428510441
87,0.7821261635922041,0.66421302635729063,0.42858644718126204,0.52571218002231412,0.67900369688719697,0.56975351432930055,0.61085923074219695,0.37861013800053184
88,0.78631032211000595,0.68344197588440836,0.42224813775796721,0.5336531883648874,0.66663853205082713,0.53879051662846644,0.65367709703488686,0.35869339466840544
89,0.75996143193327848,0.57443502405037905,0.45969234150043753,0.47442565873701503,0.67340209434368592,0.54802132714679264,0.55389562012984694,0.3743558537225245
