epoch,loss,val_loss
67,1218.104834482057,1217.858713725308
68,1219.0803330717738,1231.638902947775
69,1218.0610211013443,1199.6183143427743
70,1214.5294454653067,1182.9923375728481
71,1217.5867306344596,1190.2133815509339
72,1215.2247833102188,1184.6117150266998
73,1212.1822629577937,1184.6082344670972
74,1211.260219391088,1232.4965187144057
75,1211.1797813222561,1230.2688723607091
76,1208.563936111836,1164.3991772855047
77,1209.3706206526563,1192.1063437255236
78,1208.2579645694721,1182.2572343513534
79,1204.9650105425617,1198.6895840627822
80,1206.039409379682,1208.6061701616597
81,1206.9255235613675,1170.4621999476456
82,1205.3641987588551,1187.311313885192
83,1201.857391415024,1170.1802755532472
84,1206.3787094813197,1168.9898914476523
85,1200.9972677263236,1231.2397391449726
86,1202.1160715635249,1185.5667603265053
87,1199.4877331317168,1177.6172703149061
88,1199.2749697381751,1238.2452918403515
89,1198.1769943957331,1166.9111837874862
90,1197.29065879168,1198.8313240304071
91,1197.545789915195,1202.4268969436166
92,1197.7507450021676,1192.2277352876752
93,1196.2615373725935,1199.4302110437022
94,1195.9616123428432,1190.1450394441642
95,1193.9683437441015,1151.9595488853747
96,1194.9154198582823,1173.2202307118534
97,1193.3719873655152,1186.8432856764748
98,1191.6038517676554,1185.263753445349
99,1195.8403447958692,1174.2898360959737
100,1190.8590715061994,1172.9761079255059
101,1191.2187954595558,1206.881802490027
102,1190.5869334398374,1166.9052349080853
103,1191.7994599045335,1174.3460830779225
104,1189.1582343914051,1208.3681931540232
105,1189.1867438921527,1191.6513483117167
106,1190.6630987712417,1170.2274518916438
107,1187.7734112795365,1152.9125255237925
108,1188.8704216029339,1179.0439406972673
109,1189.8555341629137,1163.7182983813291
110,1187.7575730136225,1172.4696904184864
111,1187.085150494401,1198.3100437109208
112,1187.4909551382154,1175.4069781177816
113,1185.7514274024027,1165.9392572109641
114,1183.7703841062887,1167.5089649599086
115,1185.1353226370431,1144.5275222920925
116,1184.9854208693139,1168.8918711128333
117,1187.2915844569884,1187.6626886644906
118,1185.5618784736355,1168.7686031733717
119,1184.3866773456302,1164.5169101608133
120,1183.5617211047727,1154.7980496026544
121,1182.3011859160813,1187.9532789620891
122,1184.9531465892569,1179.6098988548415
123,1182.5747943559923,1167.5527437610351
124,1179.268932280607,1177.3712107902275
125,1180.8296843572309,1177.65375782619
126,1184.2270843286972,1169.3846514368827
127,1183.8374960047202,1156.7376534746377
128,1180.6376181948451,1163.9800744328138
129,1179.0235460453459,1163.9915713405042
130,1181.353943516237,1166.4306163026199
131,1180.3881783634818,1175.5794470826752
132,1181.0683722548235,1182.4138482287462
133,1179.2686795227121,1166.8029213178534
134,1179.2641403641778,1160.2156228946242
135,1181.2210851189054,1159.0763731821169
136,1175.7158062575943,1166.7578498367141
137,1178.9148124789867,1164.8731820131625
138,1179.5535275785821,1172.6687250258867
139,1177.6908943749411,1161.1301994485782
140,1178.6810964466986,1178.7498917753855
141,1176.9185472821775,1173.4551160321362
142,1175.2136320097575,1177.575443705362
143,1177.8238394979533,1163.2815436636276
144,1176.7062268024933,1190.1132333864068
145,1175.0958048733012,1178.6322333660789
146,1178.3163298466106,1161.7359297630032
147,1176.0705549356037,1178.2286996120301
148,1174.2779661288753,1160.3011743744855
149,1174.7380805874195,1166.2550383821422
150,1174.5282132648081,1178.172196355024
151,1172.411704685878,1159.1172479647341
152,1173.4619784385766,1170.9629866114692
153,1172.4280144593183,1177.0751143125731
154,1174.6528146123833,1165.2693209198439
155,1172.137728629539,1186.2512249035053
156,1171.2956867614032,1198.4262013917469
157,1171.162049261477,1169.1998771725819
158,1172.4887296706156,1187.5023324556439
159,1170.9972653070365,1175.6839797701386
160,1170.2218628390503,1180.347598170667
161,1172.6026650267127,1170.2346478691522
162,1168.5120638324972,1163.0985028081357
163,1170.4786923942409,1169.7319163255197
164,1170.9877331777984,1158.02036437729
165,1170.8632713885252,1181.1969763173222
166,1170.0195750966977,1161.7685070831894
