epoch,loss,val_loss
0,2461.9288494589646,3078.5475870941086
1,2181.0549985511925,3127.2793545394807
2,2117.6210555943871,3108.6894091506479
3,2027.2354911438426,3128.6913817737095
4,1978.6595022130255,3128.003489115933
5,2056.9479522877882,3144.5256611087511
6,2048.0428887522412,3127.3288843872797
7,1876.7047938933324,3135.792930583581
8,1855.3386953029151,3131.4558256889868
9,1858.2134230524784,3110.2619850852275
10,1833.9449321880752,3119.3182714262957
11,1803.6665613239961,3131.3034686637106
12,1797.6451757019895,3105.945556640625
13,1785.8848077436355,3100.300652023484
14,1772.4306305150528,3084.4376259076971
15,1761.0289643497547,3045.5266382935297
16,1756.8085692345578,3038.0565701000955
17,1752.5273020921811,3022.4497543244211
18,1725.2421773159535,2999.7123643847572
19,1720.4667756313556,2959.1051188220185
20,1703.3298745823158,2912.9477897909806
21,1701.6515163999093,2914.837781311398
22,1694.8005247825315,2827.8158926627548
23,1684.7274196649237,2834.2039195460188
24,1675.103254365039,2767.7709800182201
25,1665.2684120417271,2695.8636636401802
26,1663.5916356122373,2674.1642081131849
27,1659.3508840858283,2667.6688909668383
28,1655.8797333696825,2636.2903993617911
29,1655.8148053271134,2590.5745801901353
30,1652.7992633432207,2632.4327733794207
31,1645.940572310232,2585.8169776054388
32,1642.0525862915915,2592.5793315981441
33,1640.527604733471,2591.8411031381092
34,1632.3556182158584,2612.8628065551652
35,1640.1822400321687,2620.0244789868975
36,1636.8827962562154,2589.1153152712141
37,1637.7550281540498,2554.3753193326188
38,1634.271669346776,2550.1093297810908
39,1625.2570846862909,2526.3735038348955
40,1627.7669379355639,2520.7465211516633
41,1623.6548270905589,2548.9203900359098
42,1626.2745513167188,2507.2653364701705
43,1623.3389746268861,2466.8687828148231
44,1625.9222507498407,2509.5205656844068
45,1626.536007032614,2536.027722717648
46,1619.2147889819494,2440.0087670753237
47,1614.1430623049823,2455.5814166462005
48,1618.387178299336,2502.1675080564332
49,1623.7383486905067,2515.1295847410656
50,1613.7156547180614,2482.7170242141037
51,1616.8564234237124,2475.6303477583037
52,1613.4567547600509,2436.9308371596553
53,1615.6454641040473,2440.363443146141
54,1617.6029414475393,2507.833429509943
55,1606.0451567301709,2464.9757657760065
56,1612.8654734927243,2450.9092329960308
57,1604.7364165326612,2442.742516166797
58,1611.4730583355083,2452.1657220132288
59,1610.8100753674735,2504.2119288934728
60,1606.1937165078509,2428.7389022840111
61,1611.7079043591773,2441.2699690229729
62,1604.7241895941349,2381.562216344686
63,1607.3644750183958,2436.5727785899667
64,1607.720763376768,2381.0857025898404
65,1609.7397546879793,2433.7717453171463
66,1602.1154269502495,2367.0700691890797
67,1602.3582165992768,2386.4383240005377
68,1603.4665378730404,2417.078176234269
69,1601.9875754172417,2424.1304777108112
70,1603.0414762342143,2369.2953364162395
71,1609.338159557557,2373.7093384515056
72,1602.8294709991535,2443.5567046159795
73,1607.5591345182586,2333.3894416335893
74,1597.6343796680719,2333.0640360946459
75,1599.2469484034732,2367.7824470565392
76,1594.8399873634878,2436.9148513417986
77,1598.8504679454143,2377.9380020750914
78,1599.1714395052895,2340.7402978474138
79,1602.779502468318,2354.6155571301506
80,1603.9895011697367,2377.494497398046
81,1598.3686781955603,2336.4744890678103
82,1599.9769651384884,2340.4529603036058
83,1600.1390811953288,2372.5565053831247
84,1601.1609709737165,2337.76041611353
85,1592.3452890813014,2350.9853545701799
86,1597.8525055611344,2312.3113334351106
87,1599.3638096453335,2344.1663121407378
88,1590.7039869343753,2346.8158535629182
89,1594.791312206552,2379.4763079880654
90,1593.9858799808742,2308.7453900566525
91,1596.7360401607182,2316.8871414845739
92,1599.9605937308299,2294.4977216307348
93,1592.4277390753291,2330.360438059221
94,1593.8385725874593,2280.6135443701214
95,1594.045169517831,2263.6379679742258
96,1594.4652632774159,2275.0896931585867
97,1594.461334793016,2282.6029192747051
98,1594.3635259896867,2305.0582776324873
99,1586.2744597524641,2275.9864305935375
100,1594.7057278302987,2291.5345559586076
101,1591.7761479079295,2282.1345226252192
102,1595.344226023529,2244.3400801121429
103,1590.7716388637591,2287.6562794545189
104,1599.0154863402906,2261.8313016283787
105,1591.7017099244408,2267.0787695768836
106,1586.9561039718335,2247.8316162939082
107,1585.224916347966,2265.8670871057243
108,1587.5415907010531,2279.5414952980632
109,1589.5562037708805,2250.9282848841067
110,1583.3915705034624,2278.418082626978
111,1590.1213095273645,2271.3306523844053
112,1592.6071763288844,2261.5149843642139
113,1588.9318709411275,2193.1019536020804
114,1586.3533028890251,2248.4034746375851
115,1590.9935547197572,2147.3903516122823
116,1589.2677326367998,2225.553704092436
117,1583.8057310421902,2229.1974868450311
118,1581.8408153817625,2209.7623451770924
119,1583.4919688886137,2193.0535800515745
120,1585.8397232234231,2211.9962404003159
121,1584.6661874635033,2195.7490009317585
122,1590.2647069612058,2211.9575379921807
123,1579.0887202100512,2198.1906725835679
124,1589.7089422794052,2192.219261098131
125,1580.6941769096977,2211.7383406776034
126,1582.1782400981576,2163.8962096390119
127,1581.5613054251751,2122.8352331843735
128,1590.5290247858493,2183.7937139285855
129,1582.509932256276,2129.0660408687672
130,1578.3087995737262,2134.7481909324888
131,1576.7957535798075,2190.2925531716296
132,1577.3648733021673,2090.2999940676109
133,1582.6602019860456,2096.7184090950577
134,1575.7261729487027,1903.6539641633922
135,1545.1337099402929,1564.1659147121588
136,1512.7639828801109,1456.3721340441966
137,1489.0289065172735,1359.6552638440387
138,1459.4452794133695,1252.8387003131306
139,1435.1633818047862,1246.8762176954453
140,1414.0178010680622,1274.292209414577
141,1400.1667577470641,1225.5344352884219
142,1400.0822294241709,1197.2593252073432
143,1380.4183388548377,1223.9689774428168
144,1415.5095718746682,1274.2566228589469
145,1364.9528489247859,1235.8118952489447
146,1346.0621421298426,1244.6193867361737
147,1340.9032727101471,1268.3322754424817
148,1344.0615878826989,1227.6875752957067
149,1343.4578342689754,1233.9241237591766
150,1314.3626500925689,1260.1775999109727
151,1581.7823039105633,1229.9912776768765
152,1302.1865857399018,1271.2984594768047
153,1301.6519253515846,1193.1921417832677
154,1548.9404291114793,1269.3977107304886
155,1277.5838050943089,1207.6937694565765
156,1300.3086504534804,1234.3824494523119
157,1279.9522772587754,1225.619551691851
158,1256.7661037884284,1253.1798242457155
159,1292.2604413203537,1192.7739931947615
160,1286.4720619578954,1237.6153814401682
161,1278.2238613314428,1237.2339657999848
162,1250.1082249630979,1228.9707924219745
163,1240.8433292053385,1236.007557573213
164,1226.7225439950807,1221.0239595917189
165,1273.7684510037691,1186.4649918004427
166,1295.7633656623814,1223.5247619680763
167,1224.0414886301803,1256.98736701907
168,1217.1389403928222,1209.5725276561338
169,1215.6755350357005,1213.1543877276711
170,1243.5496071584723,1205.8437603194529
171,1259.8144491850182,1200.9575494524779
172,1210.8524636268255,1209.5218989680961
173,1210.9609412095735,1223.8425169031602
174,1192.8910727985133,1202.714283180723
175,1226.4014824838086,1203.0305035768572
176,1197.7041313312511,1234.6712664115601
177,1200.8137334677442,1243.0357742763315
178,1191.413029187938,1251.0034750628085
179,1194.1498211248274,1215.2279488847939
180,1203.4123713953084,1202.655219714117
181,1188.2358441754259,1199.6112688011099
182,1193.616396830909,1193.015712637565
183,1188.5218677283144,1215.6317157858798
184,1190.7065413558919,1204.2971872282717
185,1182.6937069919884,1242.3939454784409
186,1183.5802435581529,1202.8201494111586
187,1183.1337726343888,1226.8774982410259
188,1182.8991637699737,1212.966431286341
189,1187.7833333056844,1213.1973123477492
190,1186.2575835663222,1207.7525959387613
191,1180.2549227422569,1215.5295396673548
192,1176.47933795219,1208.0645557491073
193,1178.9050827746394,1221.7471098271892
194,1177.0645380304552,1206.5801925205435
195,1183.2924507691214,1226.2068730875305
196,1177.8436851400661,1213.3075116075695
197,1174.7401469580946,1187.8599290872087
198,1173.3076985677083,1196.6507752450118
199,1184.6190882071139,1195.1925021344155
200,1176.8315899490005,1211.3644926189465
201,1177.7335062685802,1198.942102942714
202,1176.0057279040293,1218.0674930076632
203,1172.9087826248924,1237.9242712910539
204,1173.2663205335077,1216.0422486181267
205,1174.4520308601491,1223.467850651899
206,1173.4354793653708,1188.0144050228666
207,1176.2901059730677,1226.564255032989
208,1169.6242226485083,1219.9064212303194
209,1170.241451990654,1242.1937768202063
210,1172.6576058375877,1222.2371718310255
211,1176.5012660244358,1188.6136488092077
212,1170.467761179779,1191.2505379079657
213,1170.9305945483186,1202.3927384135879
214,1172.7234868488476,1207.0268729962629
215,1169.8360732796059,1215.3795984830508
216,1169.7413877067409,1240.4080956782338
