epoch,loss,val_loss
0,2436.9160534580415,3010.6922761954388
1,2222.5557017112146,3011.1706567859892
2,2129.0395167269048,3064.2399141089636
3,2040.7577428245329,3096.7757498871601
4,2085.5829631593733,3123.7999880522516
5,1953.7226013206634,3121.8602800004646
6,1924.6386598016056,3134.8352324583821
7,1911.1741234623473,3127.297518643466
8,1878.106135920247,3129.8549304790386
9,1853.1215126783545,3112.739562314146
10,1855.9065143704729,3104.7715244082547
11,1831.5900466936225,3117.670394806712
12,1814.1656307509909,3133.6271588917798
13,1801.9546202576444,3120.2229315045533
14,1793.9234679507597,3111.5049104001832
15,1782.6150868215304,3085.1363065941614
16,1768.0577545799638,3086.2351565818817
17,1769.7840269728847,3048.4832982506505
18,1757.2426435010484,3062.9838226240577
19,1779.8730695702166,3028.8158426730433
20,1734.1876766079549,3017.6328956779021
21,1725.0989927332912,3013.3894920381531
22,1718.7664663128332,2931.0614885899004
23,1701.9389928153166,2919.0431782504515
24,1699.3440800368357,2901.8071152161215
25,1688.3439699016728,2843.2212057186571
26,1684.6219637025838,2762.4721168381943
27,1678.9937655203025,2734.8425081394039
28,1671.6660072150974,2653.1104538236114
29,1663.8620802698247,2679.2675206679455
30,1665.4022269560373,2650.3738764760446
31,1658.4877560343009,2602.073157972467
32,1646.3867806837486,2595.4316702869451
33,1646.842183799643,2617.2879519401818
34,1646.977752190169,2614.9867400734124
35,1645.1897583929447,2543.5808182216442
36,1644.2917274483739,2609.6987270462178
37,1639.9233580229641,2542.4334515593473
38,1643.7732188425321,2575.1069441724858
39,1634.8731928386524,2477.3096689436529
40,1638.089114830331,2625.3808609306966
41,1634.1707118298252,2520.0989446777758
42,1635.1369194356214,2538.5746023847373
43,1620.6527469184273,2504.0780527119728
44,1632.8604175514345,2461.967372586389
45,1629.9417175316009,2454.3810448140134
46,1629.7640897204355,2525.1575040987414
47,1627.5865502017271,2483.9865073412275
48,1622.8780978625116,2458.1399654884308
49,1619.7488212311839,2477.189087536341
50,1617.2711481171402,2504.5242018655081
51,1616.6862695045227,2405.2884797361207
52,1615.7663095430321,2460.0939928960679
53,1616.315807142362,2410.015351508569
54,1614.9778312432536,2422.9592568292996
55,1615.0030662044123,2452.6592379742592
56,1618.0802951926507,2423.8154883891116
57,1609.9729643519665,2438.2495485368986
58,1610.4450128770586,2376.5435009018893
59,1614.0925141129687,2397.9701813444203
60,1613.3508142951571,2414.9792066653504
61,1606.1392748534972,2398.3899862310495
62,1607.8309861640744,2437.5856923222441
63,1610.6885323213064,2318.2214445699142
64,1609.1948204170133,2352.6084956166696
65,1606.8726682450556,2477.1941036201679
66,1611.8805627012846,2447.8549588964261
67,1611.037947738607,2333.1266886566086
68,1602.643975850815,2408.4807921274296
69,1608.8899537515263,2379.9226950594402
70,1605.3387297950362,2345.3677224521425
71,1606.1136258486399,2374.8651622943989
72,1600.6645194457224,2329.3195537349989
73,1605.0315010989555,2303.7462033747411
74,1600.3983700134115,2289.9306913390437
75,1602.3555514435357,2303.0706164830808
76,1602.227159303555,2242.0231524964156
77,1602.7581581124364,2314.0343271675206
78,1602.4702263872055,2284.652488326054
79,1600.6007272469049,2323.6111447602484
80,1599.3717785695221,2297.1127520020777
81,1608.6993728009834,2331.7728626183157
82,1598.488015128424,2335.1252873889857
83,1603.0199900850705,2314.3090320415386
84,1597.5599295420664,2367.4419113327713
85,1593.9994942538015,2219.6689096351956
86,1598.6280393157647,2248.0555529857756
87,1600.0583424897588,2270.1682940979781
88,1597.7108478711748,2301.0898885540569
89,1596.068062378713,2221.0016362814954
90,1594.4633386078399,2280.2231661035739
91,1593.001842598143,2286.334113601516
92,1592.7567968602539,2286.4890168869811
93,1595.5442238761236,2232.2894041309341
94,1594.9474865635102,2233.0390256818514
95,1595.8652984745866,2303.8888228812662
96,1593.2083765118471,2267.761239284363
97,1597.0226908619334,2204.5736576621575
98,1595.81428527256,2228.4175072267285
99,1591.8179591788396,2197.0344756846725
100,1591.9097999696598,2239.1188889133191
101,1590.5051546251607,2195.4613737172763
102,1593.1981422133426,2225.8964823007382
103,1596.1001474474817,2175.7569516813137
104,1588.3435591758534,2188.3363137711076
105,1598.1102962414693,2167.8695252968682
106,1595.4030409424474,2151.3811985168199
107,1590.1125019400379,2095.3757504679534
108,1558.7471886041164,1677.0662823128519
109,1522.4845077612572,1497.8076778078039
110,1505.0979857338559,1386.2825160257473
111,1481.8070791841408,1270.3465483348655
112,1452.8337808553567,1334.7928054018757
113,1433.3874039381753,1251.2293370845669
114,1422.8194322251247,1291.7733136147083
115,1402.9346448956637,1249.681898974319
116,1453.9042331440667,1219.6379868500094
117,1379.1896522899267,1262.1965472043928
118,1376.8649716173852,1282.0513507386031
119,1360.7557111763874,1321.9936900953164
120,1339.938432877088,1353.7656947470562
121,1338.8908023452616,1241.69077453354
122,1330.9199351004359,1258.4972484915968
123,1326.5650200906814,1315.2260113686145
124,1316.6970443639184,1241.0335475561876
125,1301.9290472644823,1291.119899182575
126,1359.6551584637627,1261.5597251561505
127,1311.2860797033889,1206.0038824997014
128,1285.7717035163255,1250.8536131671656
129,1400.4613273277873,1219.7097012917673
130,1306.5734082197143,1270.4900469654378
131,1273.4529192684372,1247.3281842720337
132,1263.9928753839524,1249.0270791260389
133,1259.7280360531834,1254.0442911438145
134,1261.2600842796662,1205.0307604741929
135,1241.8393307459403,1225.6335598565606
136,1239.61061390538,1242.42761557165
137,1241.8832708742539,1228.2919966990196
138,1246.4996387658816,1236.7795804266009
139,1229.1969580068908,1238.4143300797843
140,1284.1678376246416,1262.7758295906735
141,1239.1457741414433,1216.351572923166
142,1219.39408882,1229.6037541651178
143,1247.2567110792472,1218.3514807740814
144,1216.8931904350329,1207.7141627698199
145,1225.8706439008529,1203.7621321503957
146,1221.5726836547622,1207.3050694234714
147,1217.1894958887788,1217.2993704407725
148,1212.9116595949754,1206.296114523733
149,1202.564136981784,1197.2305458606859
150,1201.106581069065,1212.2853203759723
151,1200.7018244604021,1226.8745430919612
152,1201.5703035601582,1245.0146000034847
153,1200.6266313828626,1203.565681969603
154,1216.3223412450011,1235.3261096471431
155,1190.7424269633366,1234.3072882095635
156,1198.1654540047909,1249.1178455595862
157,1196.0550847699751,1183.4181478625146
158,1192.2987528275705,1210.7335591409403
159,1191.5045678443664,1190.5588360237894
160,1190.7650235652384,1195.2698150608837
